OTUi OTUj pvalue r_coef rand_r_coef skew kurt sd mean_tip_dist_i mean_tip_dist_j i_j_dist anonymized_name
4300690 176312 0.00129987001300003 -0.676531123073 -0.479894605748 0.6466401897513697 0.738296259741 0.0837547729473 0 0 0.54398 M02
4300690 183798 0.000799920007999999 -0.630059702358 -0.421796145498 0.7307497090627963 0.916284520918 0.0885154372656 0 0 0.96488 M02
4300690 2582660 0.002799720028 -0.58220999757 -0.371526105804 0.6991974867831582 0.909117450175 0.0920708530094 0 0 0.59933 M02
4300690 3609545 0.000299970002999972 -0.537083249813 -0.282452722196 0.7760528313868086 1.16504713293 0.0979929446735 0 0 0.57932 M02
4300690 4217963 3.3332221999971e-05 -0.551394393677 -0.284362652054 0.7745768159845688 1.01778026233 0.0988285429674 0 0 0.55326 M02
4300690 4308835 0.00619938006200005 -0.525652887088 -0.342172853447 0.8980685266868282 1.28533803407 0.0949682485984 0 0 0.53927 M02
4300690 4327141 0.000199980002000055 -0.609537458112 -0.349331917321 0.6252398285762036 0.801138536012 0.0931342348137 0 0 0.67053 M02
4300690 4328550 0.000799920007999999 -0.472493197633 -0.241416474479 0.7735273165640151 1.07870807144 0.0994482454393 0 0 0.60716 M02
4300690 4434579 0.000299970002999972 -0.376763159708 -0.120210866553 0.7102069980484889 0.920574647702 0.102404572321 0 0 1.17767 M02
4300690 4474759 0.00389961003899997 -0.570628601778 -0.365014588416 0.5159858332874797 0.513116723468 0.0932629067259 0 0 0.93172 M02
4300690 4476527 0.00209979002100003 -0.590279173876 -0.378411038869 0.6308963034817208 0.771524905599 0.0918632816788 0 0 0.44056 M02
4300690 4481613 0.00369963003700002 -0.313171908227 -0.0262374942534 0.6313321081132203 0.630646930257 0.104688775115 0 0 0.90143 M02
4365130 4481613 0.00149985001499997 -0.438714858067 -0.241564281378 1.187044955609386 1.74553555849 0.102614234847 0 0 0.76166 M02
4453609 175036 0.003599640036 -0.301603096288 -0.113860805174 1.1118678344731268 1.28851897743 0.101778597442 0 0 0.35221 M02
4453609 4481613 0.00499950005000005 -0.318912766777 -0.143609306935 1.4116366496432196 2.49135118226 0.103415417702 0 0 0.59226 M02
4468234 175036 0.00209979002100003 -0.379405525214 -0.153756664311 0.578498315551255 0.439065256112 0.101532666762 0 0 0.57565 M02
4468234 4481613 0.000199980002000055 -0.469140263948 -0.210689028379 0.7380803998161292 0.764218035904 0.101798381716 0 0 0.8157 M02
4481131 3609545 0.00669933006699996 -0.573132441656 -0.402983441466 0.7331879191787588 0.660997273523 0.0904761117111 0 0 0.51777 M02
